Pattern         		
IR_J-116_IR1_70 	ND_J-116_IR1_70 	Meter_J-116_IR1_70 
IR_J-116_IR1_90 	ND_J-116_IR1_90 	Meter_J-116_IR1_90 
IR_J-116_IR1_110	ND_J-116_IR1_110	Meter_J-116_IR1_110
IR_J-116_IR1_130	ND_J-116_IR1_130	Meter_J-116_IR1_130
IR_J-116_IR1_150	ND_J-116_IR1_150	Meter_J-116_IR1_150
IR_J-116_IR1_170	ND_J-116_IR1_170	Meter_J-116_IR1_170
IR_J-116_IR1_190	ND_J-116_IR1_190	Meter_J-116_IR1_190
IR_J-116_IR1_210	ND_J-116_IR1_210	Meter_J-116_IR1_210
IR_J-116_IR1_230	ND_J-116_IR1_230	Meter_J-116_IR1_230
IR_J-116_IR1_250	ND_J-116_IR1_250	Meter_J-116_IR1_250
IR_J-116_IR1_270	ND_J-116_IR1_270	Meter_J-116_IR1_270
IR_J-116_IR1_290	ND_J-116_IR1_290	Meter_J-116_IR1_290
IR_J-116_IR1_310	ND_J-116_IR1_310	Meter_J-116_IR1_310
IR_J-116_IR1_330	ND_J-116_IR1_330	Meter_J-116_IR1_330
IR_J-116_IR1_350	ND_J-116_IR1_350	Meter_J-116_IR1_350
IR_J-99_IR1_10  	ND_J-99_IR1_10  	Meter_J-99_IR1_10  
IR_J-99_IR1_30  	ND_J-99_IR1_30  	Meter_J-99_IR1_30  
IR_J-99_IR1_50  	ND_J-99_IR1_50  	Meter_J-99_IR1_50  
IR_J-99_IR1_70  	ND_J-99_IR1_70  	Meter_J-99_IR1_70  
IR_J-99_IR1_90  	ND_J-99_IR1_90  	Meter_J-99_IR1_90  
IR_J-99_IR1_110 	ND_J-99_IR1_110 	Meter_J-99_IR1_110 
IR_J-99_IR1_130 	ND_J-99_IR1_130 	Meter_J-99_IR1_130 
IR_J-99_IR1_150 	ND_J-99_IR1_150 	Meter_J-99_IR1_150 
IR_J-99_IR1_170 	ND_J-99_IR1_170 	Meter_J-99_IR1_170 
IR_J-99_IR1_190 	ND_J-99_IR1_190 	Meter_J-99_IR1_190 
IR_J-99_IR1_210 	ND_J-99_IR1_210 	Meter_J-99_IR1_210 
IR_J-99_IR1_230 	ND_J-99_IR1_230 	Meter_J-99_IR1_230 
IR_J-99_IR1_250 	ND_J-99_IR1_250 	Meter_J-99_IR1_250 
IR_J-99_IR1_270 	ND_J-99_IR1_270 	Meter_J-99_IR1_270 
IR_J-99_IR1_290 	ND_J-99_IR1_290 	Meter_J-99_IR1_290 
IR_J-99_IR1_310 	ND_J-99_IR1_310 	Meter_J-99_IR1_310 
IR_J-99_IR1_330 	ND_J-99_IR1_330 	Meter_J-99_IR1_330 
IR_J-99_IR1_350 	ND_J-99_IR1_350 	Meter_J-99_IR1_350 
IR_J-167_IR1_10 	ND_J-167_IR1_10 	Meter_J-167_IR1_10 
IR_J-167_IR1_30 	ND_J-167_IR1_30 	Meter_J-167_IR1_30 
IR_J-167_IR1_50 	ND_J-167_IR1_50 	Meter_J-167_IR1_50 
IR_J-167_IR1_70 	ND_J-167_IR1_70 	Meter_J-167_IR1_70 
IR_J-167_IR1_90 	ND_J-167_IR1_90 	Meter_J-167_IR1_90 
IR_J-167_IR1_110	ND_J-167_IR1_110	Meter_J-167_IR1_110
IR_J-167_IR1_130	ND_J-167_IR1_130	Meter_J-167_IR1_130
IR_J-167_IR1_150	ND_J-167_IR1_150	Meter_J-167_IR1_150
IR_J-167_IR1_170	ND_J-167_IR1_170	Meter_J-167_IR1_170
IR_J-167_IR1_190	ND_J-167_IR1_190	Meter_J-167_IR1_190
IR_J-167_IR1_210	ND_J-167_IR1_210	Meter_J-167_IR1_210
IR_J-167_IR1_230	ND_J-167_IR1_230	Meter_J-167_IR1_230
IR_J-167_IR1_250	ND_J-167_IR1_250	Meter_J-167_IR1_250
IR_J-167_IR1_270	ND_J-167_IR1_270	Meter_J-167_IR1_270
IR_J-167_IR1_290	ND_J-167_IR1_290	Meter_J-167_IR1_290
IR_J-167_IR1_310	ND_J-167_IR1_310	Meter_J-167_IR1_310
IR_J-167_IR1_330	ND_J-167_IR1_330	Meter_J-167_IR1_330
IR_J-167_IR1_350	ND_J-167_IR1_350	Meter_J-167_IR1_350
IR_J-68_IR1_10  	ND_J-68_IR1_10  	Meter_J-68_IR1_10  
IR_J-68_IR1_30  	ND_J-68_IR1_30  	Meter_J-68_IR1_30  
IR_J-68_IR1_50  	ND_J-68_IR1_50  	Meter_J-68_IR1_50  
IR_J-68_IR1_70  	ND_J-68_IR1_70  	Meter_J-68_IR1_70  
IR_J-68_IR1_90  	ND_J-68_IR1_90  	Meter_J-68_IR1_90  
IR_J-68_IR1_110 	ND_J-68_IR1_110 	Meter_J-68_IR1_110 
IR_J-68_IR1_130 	ND_J-68_IR1_130 	Meter_J-68_IR1_130 
IR_J-68_IR1_150 	ND_J-68_IR1_150 	Meter_J-68_IR1_150 
IR_J-68_IR1_170 	ND_J-68_IR1_170 	Meter_J-68_IR1_170 
IR_J-68_IR1_190 	ND_J-68_IR1_190 	Meter_J-68_IR1_190 
IR_J-68_IR1_210 	ND_J-68_IR1_210 	Meter_J-68_IR1_210 
IR_J-68_IR1_230 	ND_J-68_IR1_230 	Meter_J-68_IR1_230 
IR_J-68_IR1_250 	ND_J-68_IR1_250 	Meter_J-68_IR1_250 
IR_J-68_IR1_270 	ND_J-68_IR1_270 	Meter_J-68_IR1_270 
IR_J-68_IR1_290 	ND_J-68_IR1_290 	Meter_J-68_IR1_290 
IR_J-68_IR1_310 	ND_J-68_IR1_310 	Meter_J-68_IR1_310 
IR_J-68_IR1_330 	ND_J-68_IR1_330 	Meter_J-68_IR1_330 
IR_J-68_IR1_350 	ND_J-68_IR1_350 	Meter_J-68_IR1_350 
IR_J-230_IR1_10 	ND_J-230_IR1_10 	Meter_J-230_IR1_10 
IR_J-230_IR1_30 	ND_J-230_IR1_30 	Meter_J-230_IR1_30 
IR_J-230_IR1_50 	ND_J-230_IR1_50 	Meter_J-230_IR1_50 
IR_J-230_IR1_70 	ND_J-230_IR1_70 	Meter_J-230_IR1_70 
IR_J-230_IR1_90 	ND_J-230_IR1_90 	Meter_J-230_IR1_90 
IR_J-230_IR1_110	ND_J-230_IR1_110	Meter_J-230_IR1_110
IR_J-230_IR1_130	ND_J-230_IR1_130	Meter_J-230_IR1_130
IR_J-230_IR1_150	ND_J-230_IR1_150	Meter_J-230_IR1_150
IR_J-230_IR1_170	ND_J-230_IR1_170	Meter_J-230_IR1_170
IR_J-230_IR1_190	ND_J-230_IR1_190	Meter_J-230_IR1_190
IR_J-230_IR1_210	ND_J-230_IR1_210	Meter_J-230_IR1_210
IR_J-230_IR1_230	ND_J-230_IR1_230	Meter_J-230_IR1_230
IR_J-230_IR1_250	ND_J-230_IR1_250	Meter_J-230_IR1_250
IR_J-230_IR1_270	ND_J-230_IR1_270	Meter_J-230_IR1_270
IR_J-230_IR1_290	ND_J-230_IR1_290	Meter_J-230_IR1_290
IR_J-230_IR1_310	ND_J-230_IR1_310	Meter_J-230_IR1_310
IR_J-230_IR1_330	ND_J-230_IR1_330	Meter_J-230_IR1_330
IR_J-230_IR1_350	ND_J-230_IR1_350	Meter_J-230_IR1_350
IR_J-210_IR1_10 	ND_J-210_IR1_10 	Meter_J-210_IR1_10 
IR_J-210_IR1_30 	ND_J-210_IR1_30 	Meter_J-210_IR1_30 
IR_J-210_IR1_50 	ND_J-210_IR1_50 	Meter_J-210_IR1_50 
IR_J-210_IR1_70 	ND_J-210_IR1_70 	Meter_J-210_IR1_70 
IR_J-210_IR1_90 	ND_J-210_IR1_90 	Meter_J-210_IR1_90 
IR_J-210_IR1_110	ND_J-210_IR1_110	Meter_J-210_IR1_110
IR_J-210_IR1_130	ND_J-210_IR1_130	Meter_J-210_IR1_130
IR_J-210_IR1_150	ND_J-210_IR1_150	Meter_J-210_IR1_150
IR_J-210_IR1_170	ND_J-210_IR1_170	Meter_J-210_IR1_170
IR_J-210_IR1_190	ND_J-210_IR1_190	Meter_J-210_IR1_190
IR_J-210_IR1_210	ND_J-210_IR1_210	Meter_J-210_IR1_210
IR_J-210_IR1_230	ND_J-210_IR1_230	Meter_J-210_IR1_230
IR_J-210_IR1_250	ND_J-210_IR1_250	Meter_J-210_IR1_250
IR_J-210_IR1_270	ND_J-210_IR1_270	Meter_J-210_IR1_270
IR_J-210_IR1_290	ND_J-210_IR1_290	Meter_J-210_IR1_290
IR_J-210_IR1_310	ND_J-210_IR1_310	Meter_J-210_IR1_310
IR_J-210_IR1_330	ND_J-210_IR1_330	Meter_J-210_IR1_330
IR_J-210_IR1_350	ND_J-210_IR1_350	Meter_J-210_IR1_350
IR_J-152_IR1_10 	ND_J-152_IR1_10 	Meter_J-152_IR1_10 
IR_J-152_IR1_30 	ND_J-152_IR1_30 	Meter_J-152_IR1_30 
IR_J-152_IR1_50 	ND_J-152_IR1_50 	Meter_J-152_IR1_50 
IR_J-152_IR1_70 	ND_J-152_IR1_70 	Meter_J-152_IR1_70 
IR_J-152_IR1_90 	ND_J-152_IR1_90 	Meter_J-152_IR1_90 
IR_J-152_IR1_110	ND_J-152_IR1_110	Meter_J-152_IR1_110
IR_J-152_IR1_130	ND_J-152_IR1_130	Meter_J-152_IR1_130
IR_J-152_IR1_150	ND_J-152_IR1_150	Meter_J-152_IR1_150
IR_J-152_IR1_170	ND_J-152_IR1_170	Meter_J-152_IR1_170
IR_J-152_IR1_190	ND_J-152_IR1_190	Meter_J-152_IR1_190
IR_J-152_IR1_210	ND_J-152_IR1_210	Meter_J-152_IR1_210
IR_J-152_IR1_230	ND_J-152_IR1_230	Meter_J-152_IR1_230
IR_J-152_IR1_250	ND_J-152_IR1_250	Meter_J-152_IR1_250
IR_J-152_IR1_270	ND_J-152_IR1_270	Meter_J-152_IR1_270
IR_J-152_IR1_290	ND_J-152_IR1_290	Meter_J-152_IR1_290
IR_J-152_IR1_310	ND_J-152_IR1_310	Meter_J-152_IR1_310
IR_J-152_IR1_330	ND_J-152_IR1_330	Meter_J-152_IR1_330
IR_J-152_IR1_350	ND_J-152_IR1_350	Meter_J-152_IR1_350
IR_J-127_IR1_10 	ND_J-127_IR1_10 	Meter_J-127_IR1_10 
IR_J-127_IR1_30 	ND_J-127_IR1_30 	Meter_J-127_IR1_30 
IR_J-127_IR1_50 	ND_J-127_IR1_50 	Meter_J-127_IR1_50 
IR_J-127_IR1_70 	ND_J-127_IR1_70 	Meter_J-127_IR1_70 
IR_J-127_IR1_90 	ND_J-127_IR1_90 	Meter_J-127_IR1_90 
IR_J-127_IR1_110	ND_J-127_IR1_110	Meter_J-127_IR1_110
IR_J-127_IR1_130	ND_J-127_IR1_130	Meter_J-127_IR1_130
IR_J-127_IR1_150	ND_J-127_IR1_150	Meter_J-127_IR1_150
IR_J-127_IR1_170	ND_J-127_IR1_170	Meter_J-127_IR1_170
IR_J-127_IR1_190	ND_J-127_IR1_190	Meter_J-127_IR1_190
IR_J-127_IR1_210	ND_J-127_IR1_210	Meter_J-127_IR1_210
IR_J-127_IR1_230	ND_J-127_IR1_230	Meter_J-127_IR1_230
IR_J-127_IR1_250	ND_J-127_IR1_250	Meter_J-127_IR1_250
IR_J-127_IR1_270	ND_J-127_IR1_270	Meter_J-127_IR1_270
IR_J-127_IR1_290	ND_J-127_IR1_290	Meter_J-127_IR1_290
IR_J-127_IR1_310	ND_J-127_IR1_310	Meter_J-127_IR1_310
IR_J-127_IR1_330	ND_J-127_IR1_330	Meter_J-127_IR1_330
IR_J-127_IR1_350	ND_J-127_IR1_350	Meter_J-127_IR1_350
IR_J-147_IR1_10 	ND_J-147_IR1_10 	Meter_J-147_IR1_10 
IR_J-147_IR1_30 	ND_J-147_IR1_30 	Meter_J-147_IR1_30 
IR_J-147_IR1_50 	ND_J-147_IR1_50 	Meter_J-147_IR1_50 
IR_J-147_IR1_70 	ND_J-147_IR1_70 	Meter_J-147_IR1_70 
IR_J-147_IR1_90 	ND_J-147_IR1_90 	Meter_J-147_IR1_90 
IR_J-147_IR1_110	ND_J-147_IR1_110	Meter_J-147_IR1_110
IR_J-147_IR1_130	ND_J-147_IR1_130	Meter_J-147_IR1_130
IR_J-147_IR1_150	ND_J-147_IR1_150	Meter_J-147_IR1_150
IR_J-147_IR1_170	ND_J-147_IR1_170	Meter_J-147_IR1_170
IR_J-147_IR1_190	ND_J-147_IR1_190	Meter_J-147_IR1_190
IR_J-147_IR1_210	ND_J-147_IR1_210	Meter_J-147_IR1_210
IR_J-147_IR1_230	ND_J-147_IR1_230	Meter_J-147_IR1_230
IR_J-147_IR1_250	ND_J-147_IR1_250	Meter_J-147_IR1_250
IR_J-147_IR1_270	ND_J-147_IR1_270	Meter_J-147_IR1_270
IR_J-147_IR1_290	ND_J-147_IR1_290	Meter_J-147_IR1_290
IR_J-147_IR1_310	ND_J-147_IR1_310	Meter_J-147_IR1_310
IR_J-147_IR1_330	ND_J-147_IR1_330	Meter_J-147_IR1_330
IR_J-147_IR1_350	ND_J-147_IR1_350	Meter_J-147_IR1_350
IR_J-129_IR1_10 	ND_J-129_IR1_10 	Meter_J-129_IR1_10 
IR_J-129_IR1_30 	ND_J-129_IR1_30 	Meter_J-129_IR1_30 
IR_J-129_IR1_50 	ND_J-129_IR1_50 	Meter_J-129_IR1_50 
IR_J-129_IR1_70 	ND_J-129_IR1_70 	Meter_J-129_IR1_70 
IR_J-129_IR1_90 	ND_J-129_IR1_90 	Meter_J-129_IR1_90 
IR_J-129_IR1_110	ND_J-129_IR1_110	Meter_J-129_IR1_110
IR_J-129_IR1_130	ND_J-129_IR1_130	Meter_J-129_IR1_130
IR_J-129_IR1_150	ND_J-129_IR1_150	Meter_J-129_IR1_150
IR_J-129_IR1_170	ND_J-129_IR1_170	Meter_J-129_IR1_170
IR_J-129_IR1_190	ND_J-129_IR1_190	Meter_J-129_IR1_190
IR_J-129_IR1_210	ND_J-129_IR1_210	Meter_J-129_IR1_210
IR_J-129_IR1_230	ND_J-129_IR1_230	Meter_J-129_IR1_230
IR_J-129_IR1_250	ND_J-129_IR1_250	Meter_J-129_IR1_250
IR_J-129_IR1_270	ND_J-129_IR1_270	Meter_J-129_IR1_270
IR_J-129_IR1_290	ND_J-129_IR1_290	Meter_J-129_IR1_290
IR_J-129_IR1_310	ND_J-129_IR1_310	Meter_J-129_IR1_310
IR_J-129_IR1_330	ND_J-129_IR1_330	Meter_J-129_IR1_330
IR_J-129_IR1_350	ND_J-129_IR1_350	Meter_J-129_IR1_350
IR_J-212_IR1_10 	ND_J-212_IR1_10 	Meter_J-212_IR1_10 
IR_J-212_IR1_30 	ND_J-212_IR1_30 	Meter_J-212_IR1_30 
IR_J-212_IR1_50 	ND_J-212_IR1_50 	Meter_J-212_IR1_50 
IR_J-212_IR1_70 	ND_J-212_IR1_70 	Meter_J-212_IR1_70 
IR_J-212_IR1_90 	ND_J-212_IR1_90 	Meter_J-212_IR1_90 
IR_J-212_IR1_110	ND_J-212_IR1_110	Meter_J-212_IR1_110
IR_J-212_IR1_130	ND_J-212_IR1_130	Meter_J-212_IR1_130
IR_J-212_IR1_150	ND_J-212_IR1_150	Meter_J-212_IR1_150
IR_J-212_IR1_170	ND_J-212_IR1_170	Meter_J-212_IR1_170
IR_J-212_IR1_190	ND_J-212_IR1_190	Meter_J-212_IR1_190
IR_J-212_IR1_210	ND_J-212_IR1_210	Meter_J-212_IR1_210
IR_J-212_IR1_230	ND_J-212_IR1_230	Meter_J-212_IR1_230
IR_J-212_IR1_250	ND_J-212_IR1_250	Meter_J-212_IR1_250
IR_J-212_IR1_270	ND_J-212_IR1_270	Meter_J-212_IR1_270
IR_J-212_IR1_290	ND_J-212_IR1_290	Meter_J-212_IR1_290
IR_J-212_IR1_310	ND_J-212_IR1_310	Meter_J-212_IR1_310
IR_J-212_IR1_330	ND_J-212_IR1_330	Meter_J-212_IR1_330
IR_J-212_IR1_350	ND_J-212_IR1_350	Meter_J-212_IR1_350
IR_J-128_IR1_10 	ND_J-128_IR1_10 	Meter_J-128_IR1_10 
IR_J-128_IR1_30 	ND_J-128_IR1_30 	Meter_J-128_IR1_30 
IR_J-128_IR1_50 	ND_J-128_IR1_50 	Meter_J-128_IR1_50 
IR_J-128_IR1_70 	ND_J-128_IR1_70 	Meter_J-128_IR1_70 
IR_J-128_IR1_90 	ND_J-128_IR1_90 	Meter_J-128_IR1_90 
IR_J-128_IR1_110	ND_J-128_IR1_110	Meter_J-128_IR1_110
IR_J-128_IR1_130	ND_J-128_IR1_130	Meter_J-128_IR1_130
IR_J-128_IR1_150	ND_J-128_IR1_150	Meter_J-128_IR1_150
IR_J-128_IR1_170	ND_J-128_IR1_170	Meter_J-128_IR1_170
IR_J-128_IR1_190	ND_J-128_IR1_190	Meter_J-128_IR1_190
IR_J-128_IR1_210	ND_J-128_IR1_210	Meter_J-128_IR1_210
IR_J-128_IR1_230	ND_J-128_IR1_230	Meter_J-128_IR1_230
IR_J-128_IR1_250	ND_J-128_IR1_250	Meter_J-128_IR1_250
IR_J-128_IR1_270	ND_J-128_IR1_270	Meter_J-128_IR1_270
IR_J-128_IR1_290	ND_J-128_IR1_290	Meter_J-128_IR1_290
IR_J-128_IR1_310	ND_J-128_IR1_310	Meter_J-128_IR1_310
IR_J-128_IR1_330	ND_J-128_IR1_330	Meter_J-128_IR1_330
IR_J-128_IR1_350	ND_J-128_IR1_350	Meter_J-128_IR1_350
IR_J-105_IR1_10 	ND_J-105_IR1_10 	Meter_J-105_IR1_10 
IR_J-105_IR1_30 	ND_J-105_IR1_30 	Meter_J-105_IR1_30 
IR_J-105_IR1_50 	ND_J-105_IR1_50 	Meter_J-105_IR1_50 
IR_J-105_IR1_70 	ND_J-105_IR1_70 	Meter_J-105_IR1_70 
IR_J-105_IR1_90 	ND_J-105_IR1_90 	Meter_J-105_IR1_90 
IR_J-105_IR1_110	ND_J-105_IR1_110	Meter_J-105_IR1_110
IR_J-105_IR1_130	ND_J-105_IR1_130	Meter_J-105_IR1_130
IR_J-105_IR1_150	ND_J-105_IR1_150	Meter_J-105_IR1_150
IR_J-105_IR1_170	ND_J-105_IR1_170	Meter_J-105_IR1_170
IR_J-105_IR1_190	ND_J-105_IR1_190	Meter_J-105_IR1_190
IR_J-105_IR1_210	ND_J-105_IR1_210	Meter_J-105_IR1_210
IR_J-105_IR1_230	ND_J-105_IR1_230	Meter_J-105_IR1_230
IR_J-105_IR1_250	ND_J-105_IR1_250	Meter_J-105_IR1_250
IR_J-105_IR1_270	ND_J-105_IR1_270	Meter_J-105_IR1_270
IR_J-105_IR1_290	ND_J-105_IR1_290	Meter_J-105_IR1_290
IR_J-105_IR1_310	ND_J-105_IR1_310	Meter_J-105_IR1_310
IR_J-105_IR1_330	ND_J-105_IR1_330	Meter_J-105_IR1_330
IR_J-105_IR1_350	ND_J-105_IR1_350	Meter_J-105_IR1_350
IR_J-166_IR1_10 	ND_J-166_IR1_10 	Meter_J-166_IR1_10 
IR_J-166_IR1_30 	ND_J-166_IR1_30 	Meter_J-166_IR1_30 
IR_J-166_IR1_50 	ND_J-166_IR1_50 	Meter_J-166_IR1_50 
IR_J-166_IR1_70 	ND_J-166_IR1_70 	Meter_J-166_IR1_70 
IR_J-166_IR1_90 	ND_J-166_IR1_90 	Meter_J-166_IR1_90 
IR_J-166_IR1_110	ND_J-166_IR1_110	Meter_J-166_IR1_110
IR_J-166_IR1_130	ND_J-166_IR1_130	Meter_J-166_IR1_130
IR_J-166_IR1_150	ND_J-166_IR1_150	Meter_J-166_IR1_150
IR_J-166_IR1_170	ND_J-166_IR1_170	Meter_J-166_IR1_170
IR_J-166_IR1_190	ND_J-166_IR1_190	Meter_J-166_IR1_190
IR_J-166_IR1_210	ND_J-166_IR1_210	Meter_J-166_IR1_210
IR_J-166_IR1_230	ND_J-166_IR1_230	Meter_J-166_IR1_230
IR_J-166_IR1_250	ND_J-166_IR1_250	Meter_J-166_IR1_250
IR_J-166_IR1_270	ND_J-166_IR1_270	Meter_J-166_IR1_270
IR_J-166_IR1_290	ND_J-166_IR1_290	Meter_J-166_IR1_290
IR_J-166_IR1_310	ND_J-166_IR1_310	Meter_J-166_IR1_310
IR_J-166_IR1_330	ND_J-166_IR1_330	Meter_J-166_IR1_330
IR_J-166_IR1_350	ND_J-166_IR1_350	Meter_J-166_IR1_350
IR_J-158_IR1_10 	ND_J-158_IR1_10 	Meter_J-158_IR1_10 
IR_J-158_IR1_30 	ND_J-158_IR1_30 	Meter_J-158_IR1_30 
IR_J-158_IR1_50 	ND_J-158_IR1_50 	Meter_J-158_IR1_50 
IR_J-158_IR1_70 	ND_J-158_IR1_70 	Meter_J-158_IR1_70 
IR_J-158_IR1_90 	ND_J-158_IR1_90 	Meter_J-158_IR1_90 
IR_J-158_IR1_110	ND_J-158_IR1_110	Meter_J-158_IR1_110
IR_J-158_IR1_130	ND_J-158_IR1_130	Meter_J-158_IR1_130
IR_J-158_IR1_150	ND_J-158_IR1_150	Meter_J-158_IR1_150
IR_J-158_IR1_170	ND_J-158_IR1_170	Meter_J-158_IR1_170
IR_J-158_IR1_190	ND_J-158_IR1_190	Meter_J-158_IR1_190
IR_J-158_IR1_210	ND_J-158_IR1_210	Meter_J-158_IR1_210
IR_J-158_IR1_230	ND_J-158_IR1_230	Meter_J-158_IR1_230
IR_J-158_IR1_250	ND_J-158_IR1_250	Meter_J-158_IR1_250
IR_J-158_IR1_270	ND_J-158_IR1_270	Meter_J-158_IR1_270
IR_J-158_IR1_290	ND_J-158_IR1_290	Meter_J-158_IR1_290
IR_J-158_IR1_310	ND_J-158_IR1_310	Meter_J-158_IR1_310
IR_J-158_IR1_330	ND_J-158_IR1_330	Meter_J-158_IR1_330
IR_J-158_IR1_350	ND_J-158_IR1_350	Meter_J-158_IR1_350
IR_J-175_IR1_10 	ND_J-175_IR1_10 	Meter_J-175_IR1_10 
IR_J-175_IR1_30 	ND_J-175_IR1_30 	Meter_J-175_IR1_30 
IR_J-175_IR1_50 	ND_J-175_IR1_50 	Meter_J-175_IR1_50 
IR_J-175_IR1_70 	ND_J-175_IR1_70 	Meter_J-175_IR1_70 
IR_J-175_IR1_90 	ND_J-175_IR1_90 	Meter_J-175_IR1_90 
IR_J-175_IR1_110	ND_J-175_IR1_110	Meter_J-175_IR1_110
IR_J-175_IR1_130	ND_J-175_IR1_130	Meter_J-175_IR1_130
IR_J-175_IR1_150	ND_J-175_IR1_150	Meter_J-175_IR1_150
IR_J-175_IR1_170	ND_J-175_IR1_170	Meter_J-175_IR1_170
IR_J-175_IR1_190	ND_J-175_IR1_190	Meter_J-175_IR1_190
IR_J-175_IR1_210	ND_J-175_IR1_210	Meter_J-175_IR1_210
IR_J-175_IR1_230	ND_J-175_IR1_230	Meter_J-175_IR1_230
IR_J-175_IR1_250	ND_J-175_IR1_250	Meter_J-175_IR1_250
IR_J-175_IR1_270	ND_J-175_IR1_270	Meter_J-175_IR1_270
IR_J-175_IR1_290	ND_J-175_IR1_290	Meter_J-175_IR1_290
IR_J-175_IR1_310	ND_J-175_IR1_310	Meter_J-175_IR1_310
IR_J-175_IR1_330	ND_J-175_IR1_330	Meter_J-175_IR1_330
IR_J-175_IR1_350	ND_J-175_IR1_350	Meter_J-175_IR1_350
IR_J-276_IR1_10 	ND_J-276_IR1_10 	Meter_J-276_IR1_10 
IR_J-276_IR1_30 	ND_J-276_IR1_30 	Meter_J-276_IR1_30 
IR_J-276_IR1_50 	ND_J-276_IR1_50 	Meter_J-276_IR1_50 
IR_J-276_IR1_70 	ND_J-276_IR1_70 	Meter_J-276_IR1_70 
IR_J-276_IR1_90 	ND_J-276_IR1_90 	Meter_J-276_IR1_90 
IR_J-276_IR1_110	ND_J-276_IR1_110	Meter_J-276_IR1_110
IR_J-276_IR1_130	ND_J-276_IR1_130	Meter_J-276_IR1_130
IR_J-276_IR1_150	ND_J-276_IR1_150	Meter_J-276_IR1_150
IR_J-276_IR1_170	ND_J-276_IR1_170	Meter_J-276_IR1_170
IR_J-276_IR1_190	ND_J-276_IR1_190	Meter_J-276_IR1_190
IR_J-276_IR1_210	ND_J-276_IR1_210	Meter_J-276_IR1_210
IR_J-276_IR1_230	ND_J-276_IR1_230	Meter_J-276_IR1_230
IR_J-276_IR1_250	ND_J-276_IR1_250	Meter_J-276_IR1_250
IR_J-276_IR1_270	ND_J-276_IR1_270	Meter_J-276_IR1_270
IR_J-276_IR1_290	ND_J-276_IR1_290	Meter_J-276_IR1_290
IR_J-276_IR1_310	ND_J-276_IR1_310	Meter_J-276_IR1_310
IR_J-276_IR1_330	ND_J-276_IR1_330	Meter_J-276_IR1_330
IR_J-276_IR1_350	ND_J-276_IR1_350	Meter_J-276_IR1_350
IR_J-297_IR1_10 	ND_J-297_IR1_10 	Meter_J-297_IR1_10 
IR_J-297_IR1_30 	ND_J-297_IR1_30 	Meter_J-297_IR1_30 
IR_J-297_IR1_50 	ND_J-297_IR1_50 	Meter_J-297_IR1_50 
IR_J-297_IR1_70 	ND_J-297_IR1_70 	Meter_J-297_IR1_70 
IR_J-297_IR1_90 	ND_J-297_IR1_90 	Meter_J-297_IR1_90 
IR_J-297_IR1_110	ND_J-297_IR1_110	Meter_J-297_IR1_110
IR_J-297_IR1_130	ND_J-297_IR1_130	Meter_J-297_IR1_130
IR_J-297_IR1_150	ND_J-297_IR1_150	Meter_J-297_IR1_150
IR_J-297_IR1_170	ND_J-297_IR1_170	Meter_J-297_IR1_170
IR_J-297_IR1_190	ND_J-297_IR1_190	Meter_J-297_IR1_190
IR_J-297_IR1_210	ND_J-297_IR1_210	Meter_J-297_IR1_210
IR_J-297_IR1_230	ND_J-297_IR1_230	Meter_J-297_IR1_230
IR_J-297_IR1_250	ND_J-297_IR1_250	Meter_J-297_IR1_250
IR_J-297_IR1_270	ND_J-297_IR1_270	Meter_J-297_IR1_270
IR_J-297_IR1_290	ND_J-297_IR1_290	Meter_J-297_IR1_290
IR_J-297_IR1_310	ND_J-297_IR1_310	Meter_J-297_IR1_310
IR_J-297_IR1_330	ND_J-297_IR1_330	Meter_J-297_IR1_330
IR_J-297_IR1_350	ND_J-297_IR1_350	Meter_J-297_IR1_350
IR_J-3_IR1_10   	ND_J-3_IR1_10   	Meter_J-3_IR1_10   
IR_J-3_IR1_30   	ND_J-3_IR1_30   	Meter_J-3_IR1_30   
IR_J-3_IR1_50   	ND_J-3_IR1_50   	Meter_J-3_IR1_50   
IR_J-3_IR1_70   	ND_J-3_IR1_70   	Meter_J-3_IR1_70   
IR_J-3_IR1_90   	ND_J-3_IR1_90   	Meter_J-3_IR1_90   
IR_J-3_IR1_110  	ND_J-3_IR1_110  	Meter_J-3_IR1_110  
IR_J-3_IR1_130  	ND_J-3_IR1_130  	Meter_J-3_IR1_130  
IR_J-3_IR1_150  	ND_J-3_IR1_150  	Meter_J-3_IR1_150  
IR_J-3_IR1_170  	ND_J-3_IR1_170  	Meter_J-3_IR1_170  
IR_J-3_IR1_190  	ND_J-3_IR1_190  	Meter_J-3_IR1_190  
IR_J-3_IR1_210  	ND_J-3_IR1_210  	Meter_J-3_IR1_210  
IR_J-3_IR1_230  	ND_J-3_IR1_230  	Meter_J-3_IR1_230  
IR_J-3_IR1_250  	ND_J-3_IR1_250  	Meter_J-3_IR1_250  
IR_J-3_IR1_270  	ND_J-3_IR1_270  	Meter_J-3_IR1_270  
IR_J-3_IR1_290  	ND_J-3_IR1_290  	Meter_J-3_IR1_290  
IR_J-3_IR1_310  	ND_J-3_IR1_310  	Meter_J-3_IR1_310  
IR_J-3_IR1_330  	ND_J-3_IR1_330  	Meter_J-3_IR1_330  
IR_J-3_IR1_350  	ND_J-3_IR1_350  	Meter_J-3_IR1_350  
